otu_ID,asv_ID,asv_ID_top,Phylum,Class,Order,Family,Genus,Species
101,ASV_100,ASV_100,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
101,ASV_1476,ASV_100,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
101,ASV_1742,ASV_100,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
101,ASV_295,ASV_100,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
101,ASV_385,ASV_100,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
101,ASV_655,ASV_100,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
101,ASV_798,ASV_100,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
101,ASV_852,ASV_100,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
101,ASV_918,ASV_100,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
102,ASV_1047,ASV_223,Nematoda,Chromadorea,Strongylida,NA,NA,NA
102,ASV_1495,ASV_223,Nematoda,Chromadorea,Strongylida,NA,NA,NA
102,ASV_1657,ASV_223,Nematoda,Chromadorea,Strongylida,NA,NA,NA
102,ASV_1738,ASV_223,Nematoda,Chromadorea,Strongylida,NA,NA,NA
102,ASV_178,ASV_223,Nematoda,Chromadorea,Strongylida,NA,NA,NA
102,ASV_1910,ASV_223,Nematoda,Chromadorea,Strongylida,NA,NA,NA
102,ASV_223,ASV_223,Nematoda,Chromadorea,Strongylida,NA,NA,NA
102,ASV_559,ASV_223,Nematoda,Chromadorea,Strongylida,NA,NA,NA
102,ASV_691,ASV_223,Nematoda,Chromadorea,Strongylida,NA,NA,NA
103,ASV_1163,ASV_1163,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
103,ASV_1169,ASV_1163,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
103,ASV_1711,ASV_1163,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
103,ASV_920,ASV_1163,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
104,ASV_1228,ASV_84,Nematoda,Chromadorea,Strongylida,NA,NA,NA
104,ASV_2148,ASV_84,Nematoda,Chromadorea,Strongylida,NA,NA,NA
104,ASV_2471,ASV_84,Nematoda,Chromadorea,Strongylida,NA,NA,NA
104,ASV_511,ASV_84,Nematoda,Chromadorea,Strongylida,NA,NA,NA
104,ASV_719,ASV_84,Nematoda,Chromadorea,Strongylida,NA,NA,NA
104,ASV_84,ASV_84,Nematoda,Chromadorea,Strongylida,NA,NA,NA
104,ASV_841,ASV_84,Nematoda,Chromadorea,Strongylida,NA,NA,NA
104,ASV_890,ASV_84,Nematoda,Chromadorea,Strongylida,NA,NA,NA
105,ASV_1067,ASV_21,Nematoda,Chromadorea,Strongylida,NA,NA,NA
105,ASV_1122,ASV_21,Nematoda,Chromadorea,Strongylida,NA,NA,NA
105,ASV_1214,ASV_21,Nematoda,Chromadorea,Strongylida,NA,NA,NA
105,ASV_1344,ASV_21,Nematoda,Chromadorea,Strongylida,NA,NA,NA
105,ASV_183,ASV_21,Nematoda,Chromadorea,Strongylida,NA,NA,NA
105,ASV_196,ASV_21,Nematoda,Chromadorea,Strongylida,NA,NA,NA
105,ASV_21,ASV_21,Nematoda,Chromadorea,Strongylida,NA,NA,NA
105,ASV_325,ASV_21,Nematoda,Chromadorea,Strongylida,NA,NA,NA
105,ASV_364,ASV_21,Nematoda,Chromadorea,Strongylida,NA,NA,NA
105,ASV_676,ASV_21,Nematoda,Chromadorea,Strongylida,NA,NA,NA
105,ASV_680,ASV_21,Nematoda,Chromadorea,Strongylida,NA,NA,NA
105,ASV_803,ASV_21,Nematoda,Chromadorea,Strongylida,NA,NA,NA
105,ASV_972,ASV_21,Nematoda,Chromadorea,Strongylida,NA,NA,NA
106,ASV_1048,ASV_1048,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
107,ASV_1927,ASV_1927,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
108,ASV_1273,ASV_82,Nematoda,Chromadorea,Strongylida,NA,NA,NA
108,ASV_1748,ASV_82,Nematoda,Chromadorea,Strongylida,NA,NA,NA
108,ASV_320,ASV_82,Nematoda,Chromadorea,Strongylida,NA,NA,NA
108,ASV_394,ASV_82,Nematoda,Chromadorea,Strongylida,NA,NA,NA
108,ASV_494,ASV_82,Nematoda,Chromadorea,Strongylida,NA,NA,NA
108,ASV_547,ASV_82,Nematoda,Chromadorea,Strongylida,NA,NA,NA
108,ASV_796,ASV_82,Nematoda,Chromadorea,Strongylida,NA,NA,NA
108,ASV_82,ASV_82,Nematoda,Chromadorea,Strongylida,NA,NA,NA
109,ASV_234,ASV_234,Nematoda,Chromadorea,Strongylida,NA,NA,NA
109,ASV_267,ASV_234,Nematoda,Chromadorea,Strongylida,NA,NA,NA
109,ASV_401,ASV_234,Nematoda,Chromadorea,Strongylida,NA,NA,NA
109,ASV_466,ASV_234,Nematoda,Chromadorea,Strongylida,NA,NA,NA
109,ASV_530,ASV_234,Nematoda,Chromadorea,Strongylida,NA,NA,NA
110,ASV_1367,ASV_20,Nematoda,Chromadorea,Strongylida,NA,NA,NA
110,ASV_149,ASV_20,Nematoda,Chromadorea,Strongylida,NA,NA,NA
110,ASV_20,ASV_20,Nematoda,Chromadorea,Strongylida,NA,NA,NA
110,ASV_255,ASV_20,Nematoda,Chromadorea,Strongylida,NA,NA,NA
110,ASV_281,ASV_20,Nematoda,Chromadorea,Strongylida,NA,NA,NA
110,ASV_353,ASV_20,Nematoda,Chromadorea,Strongylida,NA,NA,NA
110,ASV_698,ASV_20,Nematoda,Chromadorea,Strongylida,NA,NA,NA
110,ASV_866,ASV_20,Nematoda,Chromadorea,Strongylida,NA,NA,NA
110,ASV_954,ASV_20,Nematoda,Chromadorea,Strongylida,NA,NA,NA
111,ASV_2026,ASV_2026,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,NA,NA
111,ASV_419,ASV_2026,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,NA,NA
111,ASV_737,ASV_2026,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,NA,NA
112,ASV_1095,ASV_1095,Nematoda,Chromadorea,Strongylida,NA,NA,NA
112,ASV_1334,ASV_1095,Nematoda,Chromadorea,Strongylida,NA,NA,NA
112,ASV_206,ASV_1095,Nematoda,Chromadorea,Strongylida,NA,NA,NA
112,ASV_253,ASV_1095,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_1000,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_1076,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_1087,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_1178,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_1189,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_1199,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_1287,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_138,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_1434,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_148,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_1633,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_1663,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_181,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_2010,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_225,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_259,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_2923,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_310,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_366,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_382,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_421,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_436,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_44,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_504,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_553,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_644,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_661,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_664,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_677,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_748,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_816,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_842,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_956,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
113,ASV_982,ASV_44,Nematoda,Chromadorea,Strongylida,NA,NA,NA
114,ASV_1026,ASV_49,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,NA,NA
114,ASV_1146,ASV_49,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,NA,NA
114,ASV_1222,ASV_49,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,NA,NA
114,ASV_1546,ASV_49,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,NA,NA
114,ASV_1634,ASV_49,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,NA,NA
114,ASV_294,ASV_49,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,NA,NA
114,ASV_314,ASV_49,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,NA,NA
114,ASV_351,ASV_49,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,NA,NA
114,ASV_49,ASV_49,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,NA,NA
114,ASV_622,ASV_49,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,NA,NA
114,ASV_746,ASV_49,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,NA,NA
114,ASV_894,ASV_49,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,NA,NA
114,ASV_995,ASV_49,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,NA,NA
115,ASV_587,ASV_587,Nematoda,Chromadorea,Strongylida,NA,NA,NA
115,ASV_705,ASV_587,Nematoda,Chromadorea,Strongylida,NA,NA,NA
116,ASV_173,ASV_173,Nematoda,Chromadorea,Strongylida,NA,NA,NA
116,ASV_537,ASV_173,Nematoda,Chromadorea,Strongylida,NA,NA,NA
117,ASV_358,ASV_358,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
117,ASV_735,ASV_358,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
118,ASV_1057,ASV_230,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
118,ASV_230,ASV_230,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
118,ASV_376,ASV_230,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
118,ASV_778,ASV_230,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
118,ASV_835,ASV_230,Nematoda,Chromadorea,Strongylida,Trichostrongylidae,Viannaia,NA
119,ASV_1078,ASV_1078,Nematoda,Chromadorea,Strongylida,NA,NA,NA
119,ASV_1268,ASV_1078,Nematoda,Chromadorea,Strongylida,NA,NA,NA
120,ASV_108,ASV_75,Nematoda,Chromadorea,Strongylida,NA,NA,NA
120,ASV_130,ASV_75,Nematoda,Chromadorea,Strongylida,NA,NA,NA
120,ASV_470,ASV_75,Nematoda,Chromadorea,Strongylida,NA,NA,NA
120,ASV_569,ASV_75,Nematoda,Chromadorea,Strongylida,NA,NA,NA
120,ASV_75,ASV_75,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_10,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_1049,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_111,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_122,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_1376,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_1404,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_1444,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_147,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_168,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_1872,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_198,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_2059,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_2249,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_236,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_2574,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_338,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_378,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_386,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_389,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_686,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_949,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
121,ASV_951,ASV_10,Nematoda,Chromadorea,Strongylida,NA,NA,NA
122,ASV_1028,ASV_171,Nematoda,Chromadorea,Strongylida,NA,NA,NA
122,ASV_1119,ASV_171,Nematoda,Chromadorea,Strongylida,NA,NA,NA
122,ASV_1447,ASV_171,Nematoda,Chromadorea,Strongylida,NA,NA,NA
122,ASV_1509,ASV_171,Nematoda,Chromadorea,Strongylida,NA,NA,NA
122,ASV_1531,ASV_171,Nematoda,Chromadorea,Strongylida,NA,NA,NA
122,ASV_1541,ASV_171,Nematoda,Chromadorea,Strongylida,NA,NA,NA
122,ASV_171,ASV_171,Nematoda,Chromadorea,Strongylida,NA,NA,NA
122,ASV_2208,ASV_171,Nematoda,Chromadorea,Strongylida,NA,NA,NA
122,ASV_427,ASV_171,Nematoda,Chromadorea,Strongylida,NA,NA,NA
122,ASV_593,ASV_171,Nematoda,Chromadorea,Strongylida,NA,NA,NA
122,ASV_602,ASV_171,Nematoda,Chromadorea,Strongylida,NA,NA,NA
122,ASV_729,ASV_171,Nematoda,Chromadorea,Strongylida,NA,NA,NA
122,ASV_801,ASV_171,Nematoda,Chromadorea,Strongylida,NA,NA,NA
123,ASV_1044,ASV_1044,Nematoda,Chromadorea,Strongylida,NA,NA,NA
123,ASV_1226,ASV_1044,Nematoda,Chromadorea,Strongylida,NA,NA,NA
123,ASV_1498,ASV_1044,Nematoda,Chromadorea,Strongylida,NA,NA,NA
123,ASV_1558,ASV_1044,Nematoda,Chromadorea,Strongylida,NA,NA,NA
123,ASV_1994,ASV_1044,Nematoda,Chromadorea,Strongylida,NA,NA,NA
123,ASV_2019,ASV_1044,Nematoda,Chromadorea,Strongylida,NA,NA,NA
123,ASV_2048,ASV_1044,Nematoda,Chromadorea,Strongylida,NA,NA,NA
123,ASV_2089,ASV_1044,Nematoda,Chromadorea,Strongylida,NA,NA,NA
123,ASV_519,ASV_1044,Nematoda,Chromadorea,Strongylida,NA,NA,NA
123,ASV_944,ASV_1044,Nematoda,Chromadorea,Strongylida,NA,NA,NA
123,ASV_997,ASV_1044,Nematoda,Chromadorea,Strongylida,NA,NA,NA
124,ASV_1357,ASV_332,Nematoda,Chromadorea,Strongylida,NA,NA,NA
124,ASV_257,ASV_332,Nematoda,Chromadorea,Strongylida,NA,NA,NA
124,ASV_276,ASV_332,Nematoda,Chromadorea,Strongylida,NA,NA,NA
124,ASV_332,ASV_332,Nematoda,Chromadorea,Strongylida,NA,NA,NA
124,ASV_356,ASV_332,Nematoda,Chromadorea,Strongylida,NA,NA,NA
124,ASV_417,ASV_332,Nematoda,Chromadorea,Strongylida,NA,NA,NA
124,ASV_456,ASV_332,Nematoda,Chromadorea,Strongylida,NA,NA,NA
124,ASV_486,ASV_332,Nematoda,Chromadorea,Strongylida,NA,NA,NA
124,ASV_526,ASV_332,Nematoda,Chromadorea,Strongylida,NA,NA,NA
124,ASV_575,ASV_332,Nematoda,Chromadorea,Strongylida,NA,NA,NA
124,ASV_888,ASV_332,Nematoda,Chromadorea,Strongylida,NA,NA,NA
125,ASV_174,ASV_6,Nematoda,Chromadorea,Strongylida,NA,NA,NA
125,ASV_179,ASV_6,Nematoda,Chromadorea,Strongylida,NA,NA,NA
125,ASV_221,ASV_6,Nematoda,Chromadorea,Strongylida,NA,NA,NA
125,ASV_2262,ASV_6,Nematoda,Chromadorea,Strongylida,NA,NA,NA
125,ASV_333,ASV_6,Nematoda,Chromadorea,Strongylida,NA,NA,NA
125,ASV_379,ASV_6,Nematoda,Chromadorea,Strongylida,NA,NA,NA
125,ASV_46,ASV_6,Nematoda,Chromadorea,Strongylida,NA,NA,NA
125,ASV_542,ASV_6,Nematoda,Chromadorea,Strongylida,NA,NA,NA
125,ASV_558,ASV_6,Nematoda,Chromadorea,Strongylida,NA,NA,NA
125,ASV_6,ASV_6,Nematoda,Chromadorea,Strongylida,NA,NA,NA
125,ASV_604,ASV_6,Nematoda,Chromadorea,Strongylida,NA,NA,NA
125,ASV_614,ASV_6,Nematoda,Chromadorea,Strongylida,NA,NA,NA
125,ASV_718,ASV_6,Nematoda,Chromadorea,Strongylida,NA,NA,NA
125,ASV_88,ASV_6,Nematoda,Chromadorea,Strongylida,NA,NA,NA
126,ASV_1034,ASV_560,Nematoda,Chromadorea,Strongylida,NA,NA,NA
126,ASV_442,ASV_560,Nematoda,Chromadorea,Strongylida,NA,NA,NA
126,ASV_445,ASV_560,Nematoda,Chromadorea,Strongylida,NA,NA,NA
126,ASV_560,ASV_560,Nematoda,Chromadorea,Strongylida,NA,NA,NA
126,ASV_623,ASV_560,Nematoda,Chromadorea,Strongylida,NA,NA,NA
127,ASV_1016,ASV_1016,Nematoda,Chromadorea,Strongylida,NA,NA,NA
127,ASV_1088,ASV_1016,Nematoda,Chromadorea,Strongylida,NA,NA,NA
127,ASV_1174,ASV_1016,Nematoda,Chromadorea,Strongylida,NA,NA,NA
127,ASV_1385,ASV_1016,Nematoda,Chromadorea,Strongylida,NA,NA,NA
127,ASV_1784,ASV_1016,Nematoda,Chromadorea,Strongylida,NA,NA,NA
127,ASV_343,ASV_1016,Nematoda,Chromadorea,Strongylida,NA,NA,NA
127,ASV_666,ASV_1016,Nematoda,Chromadorea,Strongylida,NA,NA,NA
127,ASV_710,ASV_1016,Nematoda,Chromadorea,Strongylida,NA,NA,NA
127,ASV_731,ASV_1016,Nematoda,Chromadorea,Strongylida,NA,NA,NA
127,ASV_764,ASV_1016,Nematoda,Chromadorea,Strongylida,NA,NA,NA
127,ASV_950,ASV_1016,Nematoda,Chromadorea,Strongylida,NA,NA,NA
127,ASV_980,ASV_1016,Nematoda,Chromadorea,Strongylida,NA,NA,NA
127,ASV_992,ASV_1016,Nematoda,Chromadorea,Strongylida,NA,NA,NA
127,ASV_999,ASV_1016,Nematoda,Chromadorea,Strongylida,NA,NA,NA
128,ASV_120,ASV_81,Nematoda,Chromadorea,Strongylida,NA,NA,NA
128,ASV_1648,ASV_81,Nematoda,Chromadorea,Strongylida,NA,NA,NA
128,ASV_205,ASV_81,Nematoda,Chromadorea,Strongylida,NA,NA,NA
128,ASV_2215,ASV_81,Nematoda,Chromadorea,Strongylida,NA,NA,NA
128,ASV_288,ASV_81,Nematoda,Chromadorea,Strongylida,NA,NA,NA
128,ASV_612,ASV_81,Nematoda,Chromadorea,Strongylida,NA,NA,NA
128,ASV_81,ASV_81,Nematoda,Chromadorea,Strongylida,NA,NA,NA
129,ASV_858,ASV_858,Nematoda,Chromadorea,NA,NA,NA,NA
130,ASV_1151,ASV_1151,Nematoda,Chromadorea,NA,NA,NA,NA
130,ASV_1450,ASV_1151,Nematoda,Chromadorea,NA,NA,NA,NA
130,ASV_2141,ASV_1151,Nematoda,Chromadorea,NA,NA,NA,NA
131,ASV_1542,ASV_1542,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
131,ASV_2556,ASV_1542,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
131,ASV_2645,ASV_1542,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
131,ASV_2672,ASV_1542,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
131,ASV_2834,ASV_1542,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
131,ASV_3491,ASV_1542,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
132,ASV_797,ASV_797,Nematoda,Chromadorea,NA,NA,NA,NA
133,ASV_1040,ASV_1040,Nematoda,NA,NA,NA,NA,NA
133,ASV_945,ASV_1040,Nematoda,NA,NA,NA,NA,NA
134,ASV_1262,ASV_1262,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
134,ASV_1988,ASV_1262,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
134,ASV_204,ASV_1262,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
134,ASV_626,ASV_1262,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
135,ASV_2485,ASV_387,Nematoda,NA,NA,NA,NA,NA
135,ASV_2600,ASV_387,Nematoda,NA,NA,NA,NA,NA
135,ASV_387,ASV_387,Nematoda,NA,NA,NA,NA,NA
135,ASV_557,ASV_387,Nematoda,NA,NA,NA,NA,NA
136,ASV_2131,ASV_2131,Nematoda,Chromadorea,NA,NA,NA,NA
136,ASV_2505,ASV_2131,Nematoda,Chromadorea,NA,NA,NA,NA
137,ASV_3140,ASV_3140,Nematoda,NA,NA,NA,NA,NA
137,ASV_3820,ASV_3140,Nematoda,NA,NA,NA,NA,NA
138,ASV_3595,ASV_3595,Nematoda,NA,NA,NA,NA,NA
139,ASV_2150,ASV_2150,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
140,ASV_2361,ASV_2361,Nematoda,NA,NA,NA,NA,NA
141,ASV_561,ASV_561,Nematoda,Chromadorea,NA,NA,NA,NA
142,ASV_15,ASV_15,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_elegans
143,ASV_700,ASV_700,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
144,ASV_2016,ASV_2016,Nematoda,Chromadorea,NA,NA,NA,NA
145,ASV_4052,ASV_4052,Nematoda,NA,NA,NA,NA,NA
146,ASV_28,ASV_28,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_briggsae
146,ASV_73,ASV_28,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_briggsae
146,ASV_817,ASV_28,Nematoda,Chromadorea,Rhabditida,Rhabditidae,Caenorhabditis,Caenorhabditis_briggsae
147,ASV_3276,ASV_3276,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
148,ASV_1884,ASV_1884,Nematoda,NA,NA,NA,NA,NA
149,ASV_1682,ASV_1682,Nematoda,Chromadorea,NA,NA,NA,NA
150,ASV_2225,ASV_2225,Nematoda,NA,NA,NA,NA,NA
151,ASV_1020,ASV_1020,Nematoda,NA,NA,NA,NA,NA
152,ASV_827,ASV_827,Nematoda,Chromadorea,NA,NA,NA,NA
153,ASV_2071,ASV_2071,Nematoda,Chromadorea,NA,NA,NA,NA
154,ASV_768,ASV_768,Nematoda,NA,NA,NA,NA,NA
155,ASV_1843,ASV_1843,Nematoda,Chromadorea,NA,NA,NA,NA
156,ASV_1127,ASV_1127,Nematoda,Chromadorea,NA,NA,NA,NA
157,ASV_2778,ASV_2778,Nematoda,Chromadorea,NA,NA,NA,NA
158,ASV_1205,ASV_1205,Nematoda,Chromadorea,NA,NA,NA,NA
159,ASV_1573,ASV_1573,Nematoda,Chromadorea,NA,NA,NA,NA
160,ASV_857,ASV_857,Nematoda,Chromadorea,NA,NA,NA,NA
161,ASV_869,ASV_869,Nematoda,Chromadorea,NA,NA,NA,NA
162,ASV_3189,ASV_3189,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
163,ASV_1103,ASV_1103,Nematoda,Chromadorea,NA,NA,NA,NA
164,ASV_979,ASV_979,Nematoda,Chromadorea,NA,NA,NA,NA
165,ASV_3196,ASV_3196,Nematoda,Chromadorea,NA,NA,NA,NA
166,ASV_2828,ASV_2828,Nematoda,Chromadorea,NA,NA,NA,NA
167,ASV_2968,ASV_2968,Nematoda,Chromadorea,NA,NA,NA,NA
168,ASV_1829,ASV_1829,Nematoda,NA,NA,NA,NA,NA
168,ASV_2363,ASV_1829,Nematoda,NA,NA,NA,NA,NA
169,ASV_1251,ASV_1251,Nematoda,Chromadorea,NA,NA,NA,NA
170,ASV_1025,ASV_1025,Nematoda,Chromadorea,NA,NA,NA,NA
170,ASV_3171,ASV_1025,Nematoda,Chromadorea,NA,NA,NA,NA
171,ASV_576,ASV_576,Nematoda,NA,NA,NA,NA,NA
172,ASV_2120,ASV_2120,Nematoda,Chromadorea,NA,NA,NA,NA
173,ASV_2187,ASV_2187,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
174,ASV_522,ASV_522,Nematoda,Chromadorea,NA,NA,NA,NA
174,ASV_923,ASV_522,Nematoda,Chromadorea,NA,NA,NA,NA
175,ASV_482,ASV_482,Nematoda,Chromadorea,NA,NA,NA,NA
176,ASV_2108,ASV_2108,Nematoda,Chromadorea,NA,NA,NA,NA
177,ASV_454,ASV_454,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
178,ASV_457,ASV_457,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
179,ASV_2823,ASV_2823,Nematoda,NA,NA,NA,NA,NA
180,ASV_2139,ASV_2139,Nematoda,Chromadorea,NA,NA,NA,NA
180,ASV_233,ASV_2139,Nematoda,Chromadorea,NA,NA,NA,NA
180,ASV_437,ASV_2139,Nematoda,Chromadorea,NA,NA,NA,NA
180,ASV_481,ASV_2139,Nematoda,Chromadorea,NA,NA,NA,NA
181,ASV_577,ASV_577,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
181,ASV_662,ASV_577,Nematoda,Chromadorea,Strongylida,Heligmonellidae,Nippostrongylus,Nippostrongylus_brasiliensis
182,ASV_1481,ASV_1481,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
182,ASV_2218,ASV_1481,Nematoda,Chromadorea,Rhabditida,NA,NA,NA
183,ASV_910,ASV_910,Nematoda,Chromadorea,NA,NA,NA,NA
184,ASV_1258,ASV_1258,Nematoda,Chromadorea,NA,NA,NA,NA
184,ASV_1456,ASV_1258,Nematoda,Chromadorea,NA,NA,NA,NA
185,ASV_4088,ASV_4088,Nematoda,Chromadorea,NA,NA,NA,NA
186,ASV_1487,ASV_1487,Nematoda,Chromadorea,NA,NA,NA,NA
